gene	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	regulation
ENSG00000127423	5	26	26	10	7	4	18	9	UP
ENSG00000236528	1	1	0	0	4	2	0	1	UP
ENSG00000182749	388	283	65	14	497	81	214	153	UP
ENSG00000117632	1778	6017	2850	644	13678	2869	6658	4268	UP
ENSG00000229786	5	6	5	0	101	4	8	8	UP
ENSG00000223624	9	11	5	1	57	4	6	11	UP
ENSG00000158006	456	815	324	67	187	389	345	239	UP
ENSG00000158008	1	10	1	1	1	3	0	1	UP
ENSG00000158022	0	5	1	2	0	0	0	0	UP
ENSG00000175087	519	849	618	133	128	355	663	469	UP
ENSG00000236782	11	34	18	2	4	6	24	20	UP
ENSG00000142684	3	2	0	0	0	4	2	0	UP
ENSG00000142675	114	228	83	20	57	67	130	102	UP
ENSG00000236155	2	1	0	1	2	0	2	0	UP
ENSG00000130695	639	2208	1034	258	752	500	1542	1073	UP
ENSG00000270733	3	9	2	1	3	4	5	4	UP
ENSG00000142669	2557	4641	2190	470	508	1446	2872	2255	UP
ENSG00000158062	2120	2196	1333	297	534	1169	1191	903	UP
ENSG00000169442	7710	5274	3407	795	817	1606	1483	1067	UP
ENSG00000176092	317	64	32	5	32	90	18	20	UP
ENSG00000225854	38	5	3	0	7	8	5	2	UP
ENSG00000176083	39	16	0	1	1	60	6	5	UP
ENSG00000131914	15	4	2	2	18	2	1	4	UP
ENSG00000117682	1466	2404	1105	216	667	636	2368	1596	UP
ENSG00000223583	33	29	5	4	8	10	13	15	UP
ENSG00000225891	79	42	15	2	31	29	30	22	UP
ENSG00000198830	9235	8347	6835	1490	2647	3758	6376	4429	UP
ENSG00000117676	2339	2558	844	212	412	629	1627	1408	UP
ENSG00000260063	47	17	10	3	8	10	14	9	UP
ENSG00000117713	11652	16816	7472	1667	4979	7123	15565	12105	UP
ENSG00000060642	377	726	362	79	142	292	249	173	UP
ENSG00000241188	4	16	7	2	4	4	7	7	UP
ENSG00000204160	1693	3371	1682	401	579	960	2983	2280	UP
ENSG00000175793	7	42	32	5	15	7	22	24	UP
ENSG00000142751	1439	3011	2140	476	883	1121	2618	1961	UP
ENSG00000198746	976	1366	819	187	311	649	1471	1088	UP
ENSG00000090273	1759	4146	3136	703	1035	1586	3283	2400	UP
ENSG00000175707	54	70	48	10	9	16	37	30	UP
ENSG00000090020	763	3452	2241	491	4633	1121	2676	2086	UP
ENSG00000214973	6	7	5	0	4	3	7	6	UP
ENSG00000225159	21	17	3	0	6	10	14	7	UP
ENSG00000142784	2909	8163	1594	365	1018	1449	5340	4410	UP
ENSG00000252098	3	2	1	0	0	1	6	2	UP
ENSG00000243659	12	30	10	0	15	7	20	8	UP
ENSG00000186501	1463	2861	2023	456	630	1254	1845	1413	UP
ENSG00000206888	17	25	11	3	7	7	19	10	UP
ENSG00000241547	75	119	78	18	21	44	114	83	UP
ENSG00000142765	5795	5847	5117	1147	581	1786	1130	938	UP
ENSG00000142733	85	182	93	23	17	32	15	13	UP
ENSG00000142748	1	1	1	1	5	0	0	2	UP
ENSG00000174950	0	5	2	1	0	1	0	1	UP
ENSG00000181773	165	113	92	22	122	22	243	211	UP
ENSG00000158195	16430	18184	9804	2283	6619	6782	27157	20000	UP
ENSG00000241169	3	8	3	1	1	2	4	13	UP
ENSG00000237429	5	4	2	0	11	4	5	13	UP
ENSG00000126705	902	1395	1686	398	408	528	4239	3247	UP
ENSG00000000938	14844	28507	11036	2519	4681	6393	5022	3807	UP
ENSG00000235912	14	7	4	0	2	6	7	5	UP
ENSG00000233975	0	2	2	0	2	3	0	1	UP
ENSG00000126709	178	903	286	67	39	63	57	26	UP
ENSG00000225886	16	104	36	14	12	13	2	4	UP
ENSG00000009780	598	1596	1256	275	663	783	1445	1008	UP
ENSG00000231344	2	0	2	0	0	4	2	2	UP
ENSG00000230833	3	8	0	1	1	4	2	1	UP
ENSG00000117758	1636	3416	1818	413	995	1111	2442	1567	UP
ENSG00000269971	5	12	2	0	2	9	2	4	UP
ENSG00000270031	26	47	14	2	8	15	20	18	UP
ENSG00000117751	1239	2903	1652	374	400	1194	2629	1776	UP
ENSG00000252947	13	8	3	2	1	4	8	3	UP
ENSG00000130775	2943	8251	4305	976	373	1177	3756	2863	UP
ENSG00000117748	1300	5660	2874	670	751	1112	2972	2036	UP
ENSG00000130768	2	5	5	3	3	2	4	2	UP
ENSG00000158156	168	649	323	64	30	184	429	306	UP
ENSG00000158161	1884	2914	1243	296	1209	1092	3046	2158	UP
ENSG00000238231	16	18	3	6	3	1	16	21	UP
ENSG00000240750	6	7	3	0	0	2	6	8	UP
ENSG00000228589	22	68	31	8	25	35	55	48	UP
ENSG00000169403	247	526	42	5	42	162	60	47	UP
ENSG00000126698	2762	6794	3588	834	1815	2180	5725	3746	UP
ENSG00000130770	1247	2713	1568	354	542	1074	1116	782	UP
ENSG00000270605	245	288	112	24	69	130	75	35	UP
ENSG00000271398	4	12	7	1	4	6	1	0	UP
ENSG00000130766	103	780	898	192	1091	904	928	657	UP
ENSG00000130772	180	887	317	57	54	180	384	255	UP
ENSG00000204138	2769	4105	1596	357	1805	1526	3756	2640	UP
ENSG00000229820	1	3	2	0	0	1	4	4	UP
ENSG00000221216	4	2	0	0	0	0	2	4	UP
ENSG00000180198	469	1688	543	111	1194	278	950	610	UP
ENSG00000242125	2140	2011	1020	271	1697	926	1057	761	UP
ENSG00000200087	59	64	81	28	15	20	25	27	UP
ENSG00000231468	0	28	4	2	65	2	13	10	UP
ENSG00000279443	23	75	22	7	254	11	46	42	UP
ENSG00000180098	922	2183	789	175	748	527	1595	1123	UP
ENSG00000197989	1272	2261	1388	353	3826	1185	1778	1133	UP
ENSG00000221539	56	66	34	10	191	65	39	52	UP
ENSG00000120656	313	1175	619	155	278	231	633	418	UP
ENSG00000188060	2	20	9	1	23	7	7	11	UP
ENSG00000229388	3	2	3	1	1	1	4	2	UP
ENSG00000162419	905	1499	808	175	452	863	1612	1248	UP
ENSG00000198492	2405	4629	2618	621	1239	2245	5614	4054	UP
ENSG00000116329	11	30	18	1	8	6	103	73	UP
ENSG00000233427	4	16	9	3	2	2	27	12	UP
ENSG00000159023	13160	15733	6465	1459	8467	6141	22080	15712	UP
ENSG00000225616	6	3	5	0	5	2	9	4	UP
ENSG00000277958	7	3	1	0	2	0	1	5	UP
ENSG00000116350	11746	11767	7984	1714	4244	5708	10411	6769	UP
ENSG00000116353	225	270	132	21	58	85	162	102	UP
ENSG00000237934	13	11	5	2	3	11	4	3	UP
ENSG00000060656	7	73	82	19	8	5	11	17	UP
ENSG00000162510	218	329	192	44	229	189	131	111	UP
ENSG00000186056	665	947	478	124	272	335	351	221	UP
ENSG00000162511	69966	154336	100283	23343	42261	46227	49526	37876	UP
ENSG00000264773	151	172	106	30	18	31	50	33	UP
ENSG00000162512	27	1813	1341	288	25	21	112	100	UP
ENSG00000134644	5907	11319	6482	1445	4970	4219	11043	8120	UP
ENSG00000237329	5	5	3	1	5	5	8	4	UP
ENSG00000232768	3	5	4	0	1	2	4	5	UP
ENSG00000060688	1460	2841	1396	317	1014	1324	1827	1362	UP
ENSG00000229447	174	136	72	22	39	95	111	87	UP
ENSG00000121766	362	960	464	99	351	255	815	550	UP
ENSG00000229044	7	5	2	0	2	2	6	6	UP
ENSG00000121769	21	65	38	10	61	15	60	66	UP
ENSG00000168528	11	13	27	7	5	3	65	55	UP
ENSG00000260386	0	0	1	0	0	0	0	0	UP
ENSG00000142910	0	3	1	0	1	2	18	24	UP
ENSG00000121764	28	45	9	5	2	14	269	184	UP
ENSG00000162517	1163	2552	1254	280	427	745	2003	1336	UP
ENSG00000235790	10	9	8	2	4	1	12	5	UP
ENSG00000084636	1	13	0	2	1	2	1	1	UP
ENSG00000121753	13	8	4	2	2	10	7	10	UP
ENSG00000134668	1	9	2	1	2	7	1	0	UP
ENSG00000269967	41	50	8	3	24	11	35	24	UP
ENSG00000184007	8607	11201	6351	1491	2382	2933	9355	5914	UP
ENSG00000228634	50	44	8	1	14	13	28	27	UP
ENSG00000121774	4162	7185	4446	1010	2243	2971	8265	5825	UP
ENSG00000203325	11	20	10	2	27	14	12	18	UP
ENSG00000121775	583	995	518	112	412	290	551	388	UP
ENSG00000025800	3865	7074	3477	721	2964	2569	5557	3938	UP
ENSG00000084652	2079	9472	4541	1053	1433	2762	6755	4775	UP
ENSG00000160050	288	434	249	65	137	114	258	188	UP
ENSG00000224066	18	25	11	2	1	4	10	8	UP
ENSG00000160051	118	208	116	24	54	81	123	103	UP
ENSG00000222046	76	118	41	5	24	40	72	78	UP
ENSG00000160055	252	702	368	74	67	185	415	311	UP
ENSG00000084623	3189	5814	3172	726	1093	1765	4311	3262	UP
ENSG00000220785	299	505	142	33	83	159	377	307	UP
ENSG00000183615	39	56	12	2	7	12	32	17	UP
ENSG00000182866	1991	1797	770	207	497	1405	517	426	UP
ENSG00000277617	4	1	1	0	2	0	1	0	UP
ENSG00000116478	6464	11976	4739	1141	2172	2687	7471	5312	UP
ENSG00000175130	1627	2913	2585	604	8137	1594	3979	3004	UP
ENSG00000233775	1	0	1	0	9	1	2	2	UP
ENSG00000162526	41	38	14	3	22	8	16	12	UP
ENSG00000225828	275	468	448	118	160	143	242	132	UP
ENSG00000160058	3787	7248	4664	1063	2514	3488	4629	3386	UP
ENSG00000160062	5	27	16	2	12	5	9	6	UP
ENSG00000176261	867	1053	457	100	214	311	482	315	UP
ENSG00000200591	6	10	2	0	1	10	1	2	UP
ENSG00000162521	3886	8883	4717	1076	2835	2667	7513	5589	UP
ENSG00000162522	22	159	102	21	38	21	33	22	UP
ENSG00000134684	3040	10128	3443	827	2980	1781	5051	3660	UP
ENSG00000116497	2326	3756	1007	226	517	588	1930	1357	UP
ENSG00000160097	15	90	22	1	6	1	52	38	UP
ENSG00000121905	4	11	0	1	22	6	2	0	UP
ENSG00000121900	4	4	3	1	105	35	5	3	UP
ENSG00000116514	763	2344	1806	382	3036	1756	2680	2059	UP
ENSG00000278966	13	9	1	0	6	1	10	4	UP
ENSG00000217644	3	2	7	0	4	1	1	5	UP
ENSG00000239670	3	17	6	0	5	0	4	8	UP
ENSG00000236065	3	4	2	1	1	2	5	4	UP
ENSG00000004455	2805	4022	2263	524	399	755	2640	1957	UP
ENSG00000276645	1	0	1	0	1	2	2	4	UP
ENSG00000142920	15	82	52	19	40	33	16	14	UP
ENSG00000278997	67	142	65	18	32	39	86	75	UP
ENSG00000116525	862	1196	611	156	224	517	670	541	UP
ENSG00000279179	199	69	35	4	18	48	33	28	UP
ENSG00000160094	806	717	195	43	126	366	347	272	UP
ENSG00000270115	18	18	1	0	3	4	8	6	UP
ENSG00000184389	0	14	4	1	11	6	5	2	UP
ENSG00000225313	133	110	76	14	103	82	95	76	UP
ENSG00000134686	1077	2108	1678	307	1261	1027	1838	1389	UP
ENSG00000222112	13	13	6	1	21	11	17	13	UP
ENSG00000121903	41	241	46	6	6	30	150	105	UP
ENSG00000163866	1076	2139	1184	287	208	625	1683	1242	UP
ENSG00000189280	1	4	3	0	0	0	5	8	UP
ENSG00000188910	1	4	1	0	1	0	8	11	UP
ENSG00000187513	0	4	1	2	3	0	11	10	UP
ENSG00000230163	84	177	85	24	29	88	138	88	UP
ENSG00000116544	71	237	9	5	13	24	104	101	UP
ENSG00000241014	537	565	369	79	86	184	431	248	UP
ENSG00000163867	2259	2514	1638	416	747	784	1708	1227	UP
ENSG00000197056	443	861	283	67	203	240	536	376	UP
ENSG00000116560	44229	25681	28968	6842	49999	28298	37276	26529	UP
ENSG00000201868	1	0	1	0	1	0	0	0	UP
ENSG00000146463	2725	3662	1246	253	2229	1174	2823	2081	UP
ENSG00000229994	81	123	51	10	24	55	135	112	UP
ENSG00000227409	1	7	1	0	0	3	6	5	UP
ENSG00000142687	3674	4435	1441	339	1487	1651	2687	2132	UP
ENSG00000236274	1	3	0	1	0	0	2	3	UP
ENSG00000020129	487	1193	350	64	54	236	323	254	UP
ENSG00000239636	112	81	38	3	9	29	45	29	UP
ENSG00000116819	202	193	90	22	58	96	110	78	UP
ENSG00000126067	1802	2662	1772	392	503	961	1904	1453	UP
ENSG00000142686	166	590	251	53	82	137	522	412	UP
ENSG00000092853	39	271	193	51	152	47	300	235	UP
ENSG00000134698	2380	5143	1332	278	1752	2155	3733	2802	UP
ENSG00000092847	2726	5023	1868	456	1055	1673	2869	2189	UP
ENSG00000126070	2912	6595	2095	444	3299	1251	6560	5092	UP
ENSG00000271554	18	10	3	3	8	16	24	15	UP
ENSG00000232862	10	0	1	2	28	1	5	1	UP
ENSG00000092850	18	9	27	4	44	6	8	9	UP
ENSG00000116863	1056	1869	1305	272	248	859	1414	1075	UP
ENSG00000171812	88	197	48	8	3	10	22	20	UP
ENSG00000054116	1283	2740	1438	353	438	854	1650	1133	UP
ENSG00000116871	1350	3090	2702	679	506	1565	4131	3118	UP
ENSG00000054118	4912	25411	12774	2934	5264	6681	18646	12664	UP
ENSG00000231849	4	4	3	1	3	2	7	4	UP
ENSG00000214193	1282	1874	581	136	525	551	524	443	UP
ENSG00000142694	164	202	62	8	11	59	77	63	UP
ENSG00000116883	947	463	180	45	363	370	244	175	UP
ENSG00000196182	2167	7422	4252	968	845	1851	7591	5868	UP
ENSG00000181817	514	2231	1048	254	152	405	800	568	UP
ENSG00000116885	8	27	51	8	38	48	15	14	UP
ENSG00000201448	0	3	0	1	1	3	0	1	UP
ENSG00000116898	1005	1586	968	227	556	634	953	691	UP
ENSG00000119535	1252	357	179	46	78	555	17	12	UP
ENSG00000163873	43	3	3191	708	38	32	6010	4720	UP
ENSG00000264698	0	0	0	0	0	0	0	2	UP
ENSG00000223944	13	0	0	1	0	0	14	9	UP
ENSG00000252368	3	0	0	0	0	0	2	0	UP
ENSG00000233621	7	28	12	2	4	9	6	6	UP
ENSG00000163874	1660	6174	4904	1138	2149	2791	4229	3290	UP
ENSG00000163875	1706	5000	1663	360	525	1014	3086	2184	UP
ENSG00000263675	16	75	23	4	3	11	38	29	UP
ENSG00000163877	1544	1992	1021	237	553	1490	2179	1642	UP
ENSG00000232273	63	34	20	6	4	9	20	18	UP
ENSG00000237749	8	4	5	1	2	4	5	2	UP
ENSG00000163879	3	20	22	6	19	5	21	24	UP
ENSG00000134697	1522	4363	3675	851	1078	2573	3972	2702	UP
ENSG00000169218	0	8	10	3	1	1	0	0	UP
ENSG00000116922	431	1181	661	150	222	396	742	514	UP
ENSG00000134690	49	173	149	35	61	47	94	79	UP
ENSG00000183317	167	138	67	12	31	37	547	388	UP
ENSG00000214141	5	1	0	0	1	0	0	0	UP
ENSG00000227416	1	2	0	0	0	1	0	0	UP
ENSG00000185090	36	138	15	9	10	22	45	30	UP
ENSG00000196449	720	1037	570	139	173	465	980	681	UP
ENSG00000197982	182	549	338	90	89	116	230	174	UP
ENSG00000188786	1124	3847	2379	520	864	2636	3696	2825	UP
ENSG00000235673	2	1	3	0	1	1	1	3	UP
ENSG00000204084	3230	5109	1099	252	1913	2111	1495	1166	UP
ENSG00000252448	2	5	5	1	6	5	2	3	UP
ENSG00000183431	2315	5892	3183	760	1276	1614	4554	2987	UP
ENSG00000212541	3	9	6	1	4	0	25	14	UP
ENSG00000183386	111	294	113	17	59	73	368	277	UP
ENSG00000183520	339	973	504	116	266	626	1140	771	UP
ENSG00000185668	15	19	33	7	50	28	12	19	UP
ENSG00000275350	1	0	1	0	0	1	0	0	UP
ENSG00000238063	59	11	2	0	1	1	4	3	UP
ENSG00000215895	2	6	0	1	0	8	2	2	UP
ENSG00000116954	971	1149	986	214	498	435	1654	1069	UP
ENSG00000228436	21	20	18	3	12	17	35	33	UP
ENSG00000214114	209	651	437	119	70	177	632	382	UP
ENSG00000131233	3	5	2	0	2	1	1	2	UP
ENSG00000158315	14	21	14	2	20	7	24	12	UP
ENSG00000174574	2862	7388	5134	1204	2568	4029	6073	4086	UP
ENSG00000168653	822	2241	1240	265	278	703	971	659	UP
ENSG00000127603	7423	7842	7493	1752	5199	7684	2515	1728	UP
ENSG00000183682	9	101	71	15	83	14	49	35	UP
ENSG00000237624	4	13	5	0	2	2	8	6	UP
ENSG00000182109	71	844	480	96	527	85	213	182	UP
ENSG00000243970	8	183	125	31	142	22	53	58	UP
ENSG00000090621	5627	8031	5300	1222	3469	3980	6184	4393	UP
ENSG00000228060	32	44	30	3	23	31	20	18	UP
ENSG00000201457	87	67	61	14	22	26	83	53	UP
ENSG00000163909	0	3	2	2	0	2	1	1	UP
ENSG00000116983	5	79	267	49	8	226	119	100	UP
ENSG00000084072	1316	1778	2795	625	2167	2637	1808	1249	UP
ENSG00000116985	330	687	375	80	154	229	880	686	UP
ENSG00000198754	16	33	29	7	6	12	50	28	UP
ENSG00000261798	2	7	11	3	0	4	6	6	UP
ENSG00000043514	681	1107	638	139	394	534	840	578	UP
ENSG00000116990	26	6	8	1	24	5	2	2	UP
ENSG00000168389	604	750	366	81	1676	546	351	256	UP
ENSG00000228477	73	47	22	7	134	45	24	13	UP
ENSG00000131236	6547	14505	7532	1759	2459	4257	11850	8535	UP
ENSG00000131238	1598	1636	775	188	215	890	1414	970	UP
ENSG00000117000	4407	6233	2130	508	1925	4355	6586	4737	UP
ENSG00000188800	5	12	4	1	18	1	4	15	UP
ENSG00000259943	202	180	78	25	35	78	82	50	UP
ENSG00000084073	716	2216	991	239	661	804	1855	1357	UP
ENSG00000231296	6	5	2	0	1	1	2	1	UP
ENSG00000049089	8129	3049	2056	513	946	2260	2153	1519	UP
ENSG00000227311	1	2	2	2	0	2	1	2	UP
ENSG00000084070	27667	28594	19951	4598	13740	15444	13306	9269	UP
ENSG00000213172	8	2	3	1	5	2	0	0	UP
ENSG00000187801	62	660	245	62	51	75	1425	963	UP
ENSG00000260920	79	668	218	45	53	52	1204	897	UP
ENSG00000279667	28	112	63	12	31	9	244	187	UP
ENSG00000187815	218	581	212	58	114	86	561	345	UP
ENSG00000238287	16	49	14	2	2	4	19	10	UP
ENSG00000164002	182	396	271	62	93	198	356	277	UP
ENSG00000238186	6	19	28	5	1	3	38	30	UP
ENSG00000117010	144	484	244	55	131	207	341	280	UP
ENSG00000117016	233	150	60	10	29	53	164	147	UP
ENSG00000237899	3	13	6	2	6	2	6	2	UP
ENSG00000272145	212	124	119	16	66	76	43	34	UP
ENSG00000066136	2806	3010	1965	445	843	1321	2140	1560	UP
ENSG00000117013	50	29	27	6	22	7	33	23	UP
ENSG00000179862	14	10	22	3	8	7	2	4	UP
ENSG00000171793	452	1845	1270	305	532	843	1473	1055	UP
ENSG00000281207	115	141	76	14	101	85	146	127	UP
ENSG00000171790	33	95	46	15	84	37	102	85	UP
ENSG00000010803	1260	1852	740	164	1198	953	1872	1417	UP
ENSG00000215893	3	5	0	1	5	5	9	6	UP
ENSG00000235358	20	8	1	0	1	1	2	3	UP
ENSG00000204060	0	3	20	6	7	5	14	10	UP
ENSG00000127129	7	1	2	0	1	1	1	1	UP
ENSG00000127124	978	833	388	91	137	692	615	494	UP
ENSG00000230881	4	2	2	0	0	2	1	1	UP
ENSG00000230638	46	11	3	1	0	5	10	11	UP
ENSG00000198815	4612	7122	3913	911	4470	3085	6749	4953	UP
ENSG00000227527	1	7	2	0	0	1	1	0	UP
ENSG00000177181	6	12	50	12	7	11	8	7	UP
ENSG00000066185	16	8	8	4	0	4	0	2	UP
ENSG00000127125	1203	2377	1618	367	281	856	1505	1083	UP
ENSG00000186409	315	332	91	31	85	71	161	101	UP
ENSG00000236876	2	7	2	0	0	2	2	1	UP
ENSG00000236180	1	2	1	0	2	1	1	0	UP
ENSG00000171960	857	1196	744	178	352	448	751	544	UP
ENSG00000234917	23	27	15	6	11	9	19	15	UP
ENSG00000065978	14253	21452	15384	3431	10774	6616	19896	14436	UP
ENSG00000164007	0	21	4	0	42	7	37	44	UP
ENSG00000117385	908	2476	1272	306	566	582	1757	1319	UP
ENSG00000164008	66	58	29	9	9	40	53	19	UP
ENSG00000228452	139	102	84	18	35	52	134	91	UP
ENSG00000274386	77	92	89	27	87	28	121	112	UP
ENSG00000177868	159	219	165	34	56	67	132	77	UP
ENSG00000164010	365	634	771	136	150	114	387	284	UP
ENSG00000228192	17	32	37	7	7	6	22	11	UP
ENSG00000164011	151	632	170	51	22	105	239	178	UP
ENSG00000233708	1	0	1	0	3	0	0	0	UP
ENSG00000117394	2446	4843	5399	1293	3328	2990	3290	2581	UP
ENSG00000227533	13	19	14	5	8	13	7	5	UP
ENSG00000117395	657	1533	1039	239	254	637	1392	897	UP
ENSG00000243710	78	21	13	3	11	24	10	11	UP
ENSG00000179178	9	3	6	2	1	0	15	12	UP
ENSG00000066056	6	10	17	4	1	5	0	4	UP
ENSG00000117400	9	22	13	5	9	6	9	7	UP
ENSG00000234694	7	4	8	0	8	6	2	5	UP
ENSG00000117399	28	44	152	34	104	18	47	22	UP
ENSG00000066322	1620	3552	2493	589	966	1483	2792	2019	UP
ENSG00000159479	770	1330	782	157	229	495	1153	792	UP
ENSG00000229431	149	86	63	16	20	46	101	74	UP
ENSG00000198198	7170	9298	4892	1150	2997	4130	6228	5031	UP
ENSG00000178922	644	467	369	70	331	296	445	333	UP
ENSG00000229348	33	9	5	6	27	8	10	5	UP
ENSG00000142949	2	29	252	60	0	9	3	2	UP
ENSG00000066135	1465	2724	1491	350	1180	1225	2477	1824	UP
ENSG00000236200	121	110	61	21	35	48	73	60	UP
ENSG00000126091	419	462	115	32	216	221	282	230	UP
ENSG00000229444	1	1	1	1	4	0	4	1	UP
ENSG00000224751	5	9	2	1	6	2	2	7	UP
ENSG00000117407	6	20	5	1	25	7	8	4	UP
ENSG00000237950	31	37	27	7	8	14	21	16	UP
ENSG00000117408	915	2913	1895	457	480	499	1883	1470	UP
ENSG00000132768	892	2927	1638	379	354	742	1757	1364	UP
ENSG00000117410	2557	5432	3143	709	855	1456	3491	2538	UP
ENSG00000117411	221	445	236	67	9	15	308	212	UP
ENSG00000159214	541	424	136	46	37	70	89	72	UP
ENSG00000196517	32	125	134	26	7	8	20	18	UP
ENSG00000230615	1	0	3	0	2	0	0	0	UP
ENSG00000233514	5	1	1	0	0	2	4	2	UP
ENSG00000271329	0	0	0	0	6	0	1	0	UP
ENSG00000178028	4823	6695	3268	763	1842	2799	2863	2105	UP
ENSG00000117419	802	783	330	84	261	325	492	394	UP
ENSG00000233602	30	34	9	3	15	12	28	24	UP
ENSG00000187147	2840	4396	2479	562	990	1594	2737	1929	UP
ENSG00000126106	149	215	105	23	42	93	122	113	UP
ENSG00000198520	1235	326	2261	555	101	262	80	55	UP
ENSG00000199377	73	7	2	1	5	3	5	5	UP
ENSG00000200169	35	1	0	0	9	3	2	5	UP
ENSG00000142945	99	47	204	59	38	42	30	34	UP
ENSG00000225721	4	3	5	3	2	4	2	2	UP
ENSG00000142937	41523	66370	37281	8700	22425	21344	51554	34873	UP
ENSG00000200913	32	43	14	4	10	10	33	19	UP
ENSG00000234093	55	66	12	2	11	25	49	24	UP
ENSG00000142959	52	87	33	10	26	38	27	22	UP
ENSG00000173846	1746	2534	2758	640	1340	4037	3889	2901	UP
ENSG00000188396	5	25	56	9	14	39	25	13	UP
ENSG00000222009	174	538	704	189	708	1243	590	451	UP
ENSG00000117425	127	136	119	22	159	87	92	75	UP
ENSG00000226499	9	10	3	2	4	2	3	2	UP
ENSG00000070785	340	452	122	33	98	97	332	231	UP
ENSG00000268949	8	1	1	0	6	1	1	0	UP
ENSG00000126107	2052	4528	2514	557	769	1227	3586	2636	UP
ENSG00000126088	1309	1691	1467	318	405	569	690	468	UP
ENSG00000162415	244	649	22	11	187	184	783	520	UP
ENSG00000281912	25	18	18	3	3	6	2	4	UP
ENSG00000186603	39	19	100	16	14	7	16	17	UP
ENSG00000132781	1083	1865	1117	248	499	779	969	666	UP
ENSG00000132773	1864	1423	934	203	317	712	1289	924	UP
ENSG00000070759	623	1381	401	96	383	164	615	476	UP
ENSG00000236872	3	7	1	1	3	2	3	0	UP
ENSG00000280670	373	479	23	7	80	86	18	10	UP
ENSG00000132763	69	300	83	15	57	46	119	105	UP
ENSG00000117450	904	2951	1705	372	1132	755	3987	2794	UP
ENSG00000117448	1725	2477	1091	251	488	658	1608	1185	UP
ENSG00000281133	2	5	1	1	1	0	1	2	UP
ENSG00000280836	3	4	0	0	1	2	3	3	UP
ENSG00000132780	5863	12296	9296	2089	33242	9749	13265	9332	UP
ENSG00000281112	2	2	1	1	3	1	2	2	UP
ENSG00000281825	15	2	0	1	18	12	7	3	UP
ENSG00000159588	144	312	202	47	125	137	141	113	UP
ENSG00000159592	5443	10347	4553	1073	3788	4057	8777	5802	UP
ENSG00000225447	50	42	17	7	42	41	36	30	UP
ENSG00000234329	139	96	41	9	83	88	124	82	UP
ENSG00000159596	381	813	540	116	167	244	406	259	UP
ENSG00000197429	464	603	194	48	194	283	359	250	UP
ENSG00000230896	50	58	16	4	19	32	37	23	UP
ENSG00000086015	834	2309	572	139	344	332	2686	2102	UP
ENSG00000117461	19	24	33	8	25	42	42	33	UP
ENSG00000117472	2	13	7	0	1	1	12	10	UP
ENSG00000085998	1544	2065	601	131	292	702	1170	856	UP
ENSG00000171357	3	6	7	3	1	7	2	1	UP
ENSG00000085999	79	72	71	14	130	49	102	88	UP
ENSG00000132128	1235	4259	2095	459	675	1292	4264	3011	UP
ENSG00000173660	2279	3388	1858	443	747	960	1942	1269	UP
ENSG00000117481	1340	2293	1318	315	584	959	1825	1310	UP
ENSG00000225779	8	23	7	0	5	4	9	6	UP
ENSG00000117480	272	762	382	98	95	128	357	247	UP
ENSG00000232022	9	9	13	3	22	27	3	4	UP
ENSG00000269956	68	121	36	8	27	40	102	70	UP
ENSG00000079277	1815	2792	1116	223	744	893	2158	1533	UP
ENSG00000142961	754	2127	1114	236	355	717	1022	719	UP
ENSG00000123472	606	1022	453	98	234	200	490	355	UP
ENSG00000233647	12	6	8	2	4	1	6	5	UP
ENSG00000186118	20	18	9	1	5	2	18	13	UP
ENSG00000228237	37	47	23	3	2	15	58	39	UP
ENSG00000159658	3787	10306	5769	1287	2871	3630	9180	6429	UP
ENSG00000224805	0	0	0	0	0	0	1	1	UP
ENSG00000162366	1	4	53	12	5	1	2	1	UP
ENSG00000162367	1	6	614	138	5	9	2	1	UP
ENSG00000226252	0	0	16	10	0	0	1	1	UP
ENSG00000123473	103	190	323	92	227	138	157	111	UP
ENSG00000162368	3877	6917	2633	592	1855	2479	4292	3041	UP
ENSG00000225762	17	42	23	5	13	9	43	23	UP
ENSG00000237424	18	20	20	3	19	23	89	55	UP
ENSG00000186564	5	8	18	5	8	17	70	57	UP
ENSG00000117834	2	7	1	0	2	1	0	0	UP
ENSG00000132122	22	11	0	2	7	8	0	2	UP
ENSG00000235105	3	3	2	0	3	1	3	2	UP
ENSG00000186094	6	14	2	0	2	2	7	3	UP
ENSG00000162373	229	213	91	17	63	72	144	98	UP
ENSG00000234080	3	0	0	0	1	0	1	2	UP
ENSG00000185104	1019	1371	625	150	823	550	657	500	UP
ENSG00000225767	8	20	2	0	6	6	1	6	UP
ENSG00000230585	9	12	7	0	8	13	13	9	UP
ENSG00000123080	28	18	98	16	17	19	37	21	UP
ENSG00000203356	4	5	5	2	3	0	5	3	UP
ENSG00000123091	979	2097	1420	354	1008	1411	1853	1356	UP
ENSG00000233406	8	10	2	0	6	2	4	4	UP
ENSG00000236434	12	12	7	1	7	2	3	3	UP
ENSG00000085831	4	29	17	4	66	17	25	19	UP
ENSG00000085832	5170	8665	2687	608	4948	4274	7327	5417	UP
ENSG00000232027	44	36	15	5	10	23	43	38	UP
ENSG00000206595	3	5	0	0	1	3	5	6	UP
ENSG00000238140	10	8	6	0	1	6	6	16	UP
ENSG00000227070	7	27	10	4	0	10	6	7	UP
ENSG00000227742	2	0	1	0	0	1	2	2	UP
