gene	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	regulation
ENSG00000264007	0	23	4	0	5	1	11	11	DOWN
ENSG00000141298	14219	38235	19662	4548	9173	6034	15749	11912	DOWN
ENSG00000263370	44	103	41	11	9	24	35	30	DOWN
ENSG00000222858	12	22	15	4	8	6	11	11	DOWN
ENSG00000265625	252	279	162	36	38	44	89	94	DOWN
ENSG00000240531	8	21	3	1	13	9	22	18	DOWN
ENSG00000263657	15	30	6	1	8	6	23	26	DOWN
ENSG00000265713	6	23	10	1	7	6	24	26	DOWN
ENSG00000240074	2	4	4	1	1	1	4	4	DOWN
ENSG00000263477	0	11	5	1	5	1	4	7	DOWN
ENSG00000176927	41	297	44	15	47	18	127	112	DOWN
ENSG00000265289	3	14	0	0	1	0	3	5	DOWN
ENSG00000266876	3	50	6	2	3	3	30	23	DOWN
ENSG00000265394	4	10	4	2	0	0	8	13	DOWN
ENSG00000126653	1954	2415	1242	316	445	710	1757	1139	DOWN
ENSG00000265739	5	9	0	0	1	3	6	1	DOWN
ENSG00000266987	6	11	0	1	1	1	5	1	DOWN
ENSG00000108576	20	40	14	5	59	10	34	32	DOWN
ENSG00000264125	6	0	1	0	12	3	7	3	DOWN
ENSG00000266120	2	3	4	0	0	0	3	2	DOWN
ENSG00000108578	490	1164	713	164	112	399	659	459	DOWN
ENSG00000222679	7	2	4	0	0	2	2	3	DOWN
ENSG00000108582	531	1727	1076	258	880	960	3313	2553	DOWN
ENSG00000108587	2377	3020	1937	403	982	1647	2910	2150	DOWN
ENSG00000264958	3	8	7	1	0	0	3	0	DOWN
ENSG00000263860	1	0	1	0	0	0	1	2	DOWN
ENSG00000279431	1	2	1	0	0	1	0	0	DOWN
ENSG00000264242	5	5	2	2	0	0	2	1	DOWN
ENSG00000266733	8	7	4	1	3	7	3	1	DOWN
ENSG00000259928	1	0	2	0	1	0	0	0	DOWN
ENSG00000214719	23	31	11	3	8	4	19	13	DOWN
ENSG00000248121	12	12	23	4	0	2	8	4	DOWN
ENSG00000264943	40	88	36	8	2	14	72	58	DOWN
ENSG00000250462	266	663	322	82	112	141	901	644	DOWN
ENSG00000264538	595	994	762	147	338	354	938	619	DOWN
ENSG00000265443	6	0	3	0	1	4	6	7	DOWN
ENSG00000263603	2	1	3	1	1	0	5	8	DOWN
ENSG00000280069	81	61	21	6	30	35	51	54	DOWN
ENSG00000176390	1798	5903	1643	361	1385	1585	5197	3683	DOWN
ENSG00000265791	59	74	22	5	30	29	67	46	DOWN
ENSG00000266490	27	35	22	5	18	14	26	22	DOWN
ENSG00000276250	1	14	12	2	13	5	22	17	DOWN
ENSG00000242439	0	5	0	0	0	0	2	0	DOWN
ENSG00000176208	676	864	911	206	834	591	622	472	DOWN
ENSG00000265334	3	3	2	1	4	1	4	2	DOWN
ENSG00000212190	4	8	1	0	1	1	1	0	DOWN
ENSG00000263531	24	35	6	0	7	10	6	13	DOWN
ENSG00000172171	210	347	204	43	68	148	213	112	DOWN
ENSG00000184060	283	509	221	74	92	170	11	12	DOWN
ENSG00000230113	10	9	9	2	4	1	0	0	DOWN
ENSG00000266274	10	26	7	3	4	8	0	1	DOWN
ENSG00000265743	12	48	14	4	6	7	0	0	DOWN
ENSG00000181481	754	1717	1423	338	273	271	207	134	DOWN
ENSG00000264456	216	321	261	69	32	140	18	11	DOWN
ENSG00000264743	74	114	77	26	15	35	12	7	DOWN
ENSG00000266340	22	34	23	4	5	4	3	2	DOWN
ENSG00000264148	4	4	2	0	5	4	5	1	DOWN
ENSG00000266865	137	175	57	19	86	123	39	22	DOWN
ENSG00000265798	16	22	5	3	7	18	5	4	DOWN
ENSG00000264107	8	4	5	0	3	4	2	3	DOWN
ENSG00000196712	1838	4520	1087	247	1780	1401	3978	2892	DOWN
ENSG00000266371	1	12	0	0	1	4	4	8	DOWN
ENSG00000126861	52	184	71	19	16	24	257	200	DOWN
ENSG00000185862	3817	5330	1406	333	759	1073	3436	2316	DOWN
ENSG00000265118	2	12	2	0	1	0	5	7	DOWN
ENSG00000126860	364	1724	288	47	56	264	523	327	DOWN
ENSG00000263535	1	12	1	0	0	1	7	7	DOWN
ENSG00000131242	3153	4179	1710	447	854	1592	2066	1585	DOWN
ENSG00000264862	5	5	3	0	1	3	4	4	DOWN
ENSG00000172301	245	603	293	63	155	186	533	370	DOWN
ENSG00000108651	1697	4750	2458	521	1244	1586	4331	2867	DOWN
ENSG00000263990	119	97	30	8	24	55	86	64	DOWN
ENSG00000178691	2438	6220	3880	847	2206	1699	5168	3581	DOWN
ENSG00000253058	5	2	1	0	1	1	4	1	DOWN
ENSG00000185158	722	1593	359	77	394	412	984	691	DOWN
ENSG00000266777	114	397	85	21	41	117	199	181	DOWN
ENSG00000278867	93	244	64	19	67	35	169	149	DOWN
ENSG00000265574	4	4	1	1	3	7	7	7	DOWN
ENSG00000277511	19	46	83	21	1	17	7	6	DOWN
ENSG00000214708	8	13	4	1	4	3	2	3	DOWN
ENSG00000126858	891	1568	398	87	294	316	718	495	DOWN
ENSG00000265293	27	38	18	4	6	15	14	13	DOWN
ENSG00000280033	60	65	22	3	9	20	16	19	DOWN
ENSG00000280020	7	18	22	4	0	2	6	5	DOWN
ENSG00000141314	2	13	15	1	0	1	2	2	DOWN
ENSG00000108666	812	750	458	104	292	380	339	217	DOWN
ENSG00000010244	12504	13517	8876	2022	3255	7062	12373	9091	DOWN
ENSG00000274341	36	31	16	3	19	9	28	24	DOWN
ENSG00000278668	13	29	12	6	18	5	22	18	DOWN
ENSG00000266385	9	18	6	1	7	1	11	12	DOWN
ENSG00000279762	21	40	13	5	32	8	54	45	DOWN
ENSG00000264083	8	26	4	4	19	6	20	9	DOWN
ENSG00000264373	2	3	1	0	2	0	5	4	DOWN
ENSG00000108671	2927	5744	3394	762	2221	2670	5432	3869	DOWN
ENSG00000176749	235	2878	562	140	574	1503	355	253	DOWN
ENSG00000176658	614	923	158	28	231	192	1331	986	DOWN
ENSG00000266718	18	37	2	1	10	7	22	9	DOWN
ENSG00000280245	1	7	3	0	4	0	3	2	DOWN
ENSG00000265222	5	14	3	0	0	1	4	7	DOWN
ENSG00000279781	0	5	0	1	1	1	2	1	DOWN
ENSG00000226377	9	3	2	0	4	1	14	11	DOWN
ENSG00000006042	0	6	4	1	0	0	0	3	DOWN
ENSG00000226049	58	73	25	10	30	39	60	46	DOWN
ENSG00000108691	2	596	1	0	0	32	7	6	DOWN
ENSG00000132141	77	66	128	24	84	63	128	89	DOWN
ENSG00000198783	927	1685	819	178	261	639	1643	1067	DOWN
ENSG00000005156	1106	2593	1361	331	499	808	1796	1359	DOWN
ENSG00000092871	760	1005	371	78	481	590	1073	800	DOWN
ENSG00000273687	19	9	16	1	17	9	10	12	DOWN
ENSG00000267457	4	8	4	0	5	4	2	4	DOWN
ENSG00000243423	2	9	0	0	1	2	2	4	DOWN
ENSG00000185379	791	1546	574	135	313	360	1132	717	DOWN
ENSG00000073598	8	23	21	3	0	3	21	22	DOWN
ENSG00000073536	323	813	450	91	95	211	676	461	DOWN
ENSG00000266947	39	37	27	9	6	24	6	4	DOWN
ENSG00000166750	993	4622	3603	814	919	1643	2909	2100	DOWN
ENSG00000267364	19	38	4	1	2	11	18	13	DOWN
ENSG00000172716	729	3511	958	228	2177	1626	208	154	DOWN
ENSG00000267315	6	10	4	0	4	7	9	10	DOWN
ENSG00000267711	1	8	2	0	1	3	7	5	DOWN
ENSG00000267547	6	24	8	0	5	3	18	17	DOWN
ENSG00000267745	11	24	8	0	5	7	25	19	DOWN
ENSG00000267648	2	7	0	1	0	2	4	0	DOWN
ENSG00000267102	34	70	13	1	2	15	47	26	DOWN
ENSG00000172123	213	490	138	34	53	109	342	209	DOWN
ENSG00000154760	1403	2163	661	150	290	798	1733	1223	DOWN
ENSG00000267312	18	21	0	0	5	4	5	4	DOWN
ENSG00000205045	586	526	87	27	51	394	218	184	DOWN
ENSG00000267554	159	119	32	3	16	113	49	47	DOWN
ENSG00000267046	41	25	13	1	0	27	14	4	DOWN
ENSG00000267369	111	168	30	8	13	86	17	19	DOWN
ENSG00000267074	72	112	27	7	12	69	16	13	DOWN
ENSG00000255987	30	42	6	4	4	29	3	8	DOWN
ENSG00000267035	0	3	3	0	0	0	3	0	DOWN
ENSG00000236320	98	42	76	21	21	36	17	20	DOWN
ENSG00000267359	1	1	2	0	0	2	0	0	DOWN
ENSG00000267321	166	448	238	55	73	86	160	112	DOWN
ENSG00000207297	2	0	1	2	2	4	3	2	DOWN
ENSG00000108733	50	408	132	25	51	117	207	136	DOWN
ENSG00000006125	4961	13565	3597	838	2729	2607	12087	8546	DOWN
ENSG00000267592	1	5	12	2	1	4	8	6	DOWN
ENSG00000270647	7419	10185	6181	1406	3855	3725	8542	5972	DOWN
ENSG00000270885	4	7	8	2	5	1	1	4	DOWN
ENSG00000270765	18	11	14	5	4	6	6	3	DOWN
ENSG00000271447	5	4	2	3	0	9	1	0	DOWN
ENSG00000271392	11	8	3	3	1	2	1	0	DOWN
ENSG00000270806	10	2	5	1	2	0	3	1	DOWN
ENSG00000270871	434	399	298	65	241	218	327	216	DOWN
ENSG00000270894	44	23	10	4	21	17	23	16	DOWN
ENSG00000270379	33	49	4	1	98	38	26	32	DOWN
ENSG00000271268	1	5	3	0	7	4	1	5	DOWN
ENSG00000270240	7	12	4	2	35	3	7	6	DOWN
ENSG00000271503	2006	1302	80	17	775	2810	169	95	DOWN
ENSG00000270977	4	2	1	1	20	1	2	6	DOWN
ENSG00000278023	1	8	3	1	20	0	2	0	DOWN
ENSG00000277089	4	5	0	0	6	3	0	0	DOWN
ENSG00000277632	132	2139	19	3	31	278	8	2	DOWN
ENSG00000275302	218	10784	99	21	309	2555	83	40	DOWN
ENSG00000276241	7	0	0	0	0	5	0	0	DOWN
ENSG00000274808	3	25	12	4	2	6	0	9	DOWN
ENSG00000274767	5	4	0	0	1	8	0	0	DOWN
ENSG00000276085	47	5633	33	4	23	690	11	14	DOWN
ENSG00000276070	11	5626	24	10	59	596	16	11	DOWN
ENSG00000261499	11	54	34	7	4	5	28	29	DOWN
ENSG00000275954	18	5	0	0	4	5	31	20	DOWN
ENSG00000273611	1041	1701	837	198	348	726	1207	862	DOWN
ENSG00000278259	2200	3183	1172	269	721	794	1945	1471	DOWN
ENSG00000277161	347	335	299	86	55	120	313	195	DOWN
ENSG00000278311	7216	6986	5585	1284	2937	3661	7838	5429	DOWN
ENSG00000274756	173	87	68	12	20	43	56	60	DOWN
ENSG00000278535	78	214	89	24	37	50	159	99	DOWN
ENSG00000278619	91	331	132	38	8	47	83	54	DOWN
ENSG00000275720	4	2	5	0	0	2	3	1	DOWN
ENSG00000275613	1	0	0	0	1	0	0	0	DOWN
ENSG00000275700	1888	3558	1778	392	1063	936	2535	1721	DOWN
ENSG00000277911	3	2	3	0	0	1	1	0	DOWN
ENSG00000277589	29	28	31	6	14	28	17	20	DOWN
ENSG00000276326	2	1	0	0	1	2	5	6	DOWN
ENSG00000277579	10	9	1	0	2	6	12	6	DOWN
ENSG00000278638	53	49	21	10	7	10	35	16	DOWN
ENSG00000278540	998	2025	1747	373	1118	735	1654	1219	DOWN
ENSG00000274308	3	1	2	0	0	0	3	7	DOWN
ENSG00000275029	1	5	2	1	4	0	6	6	DOWN
ENSG00000276810	5	1	3	0	0	0	1	2	DOWN
ENSG00000278505	4	18	6	2	2	3	9	3	DOWN
ENSG00000276054	3	7	3	1	2	2	4	4	DOWN
ENSG00000276234	887	2648	951	220	521	549	1913	1349	DOWN
ENSG00000273965	1	1	0	0	0	1	6	1	DOWN
ENSG00000275839	17	16	3	0	2	6	13	2	DOWN
ENSG00000276023	129	459	512	134	1110	424	891	649	DOWN
ENSG00000275066	5598	10600	4451	1023	3700	3130	8372	6004	DOWN
ENSG00000278053	1672	2311	1707	405	627	1253	2079	1506	DOWN
ENSG00000274620	59	54	33	9	11	20	37	39	DOWN
ENSG00000277501	1	2	4	0	0	3	3	4	DOWN
ENSG00000275410	25	23	37	4	1	2	0	0	DOWN
ENSG00000276715	0	1	0	0	1	0	0	0	DOWN
ENSG00000273513	0	6	1	0	0	4	2	1	DOWN
ENSG00000274512	0	470	274	57	33	58	135	86	DOWN
ENSG00000274419	19	0	0	0	0	0	0	0	DOWN
ENSG00000274615	13	14	3	1	4	5	6	15	DOWN
ENSG00000278599	1	11	9	3	2	1	13	5	DOWN
ENSG00000274487	101	105	149	36	16	34	77	65	DOWN
ENSG00000278845	635	776	436	109	269	320	608	459	DOWN
ENSG00000277399	16	20	3	2	9	4	1	3	DOWN
ENSG00000274211	929	2297	749	164	508	607	2537	1854	DOWN
ENSG00000275832	2	27	193	48	5	3	109	124	DOWN
ENSG00000277363	3	10	4	4	1	0	6	1	DOWN
ENSG00000273604	15	72	87	27	77	24	76	47	DOWN
ENSG00000277969	43	203	79	20	25	46	60	30	DOWN
ENSG00000275532	41	106	18	4	9	10	54	47	DOWN
ENSG00000275023	13142	19771	5776	1277	2937	6010	8908	6825	DOWN
ENSG00000275665	6	36	13	1	3	12	6	20	DOWN
ENSG00000277972	123	142	27	7	9	28	53	29	DOWN
ENSG00000277258	10	9	5	0	3	5	8	11	DOWN
ENSG00000277182	0	1	4	1	1	0	1	2	DOWN
ENSG00000277791	1582	3267	1873	439	414	755	1904	1360	DOWN
ENSG00000274607	9	6	1	1	1	0	2	1	DOWN
ENSG00000276293	2175	4356	1438	322	639	693	2858	2022	DOWN
ENSG00000273559	2385	4744	3594	818	1243	2393	4414	2903	DOWN
ENSG00000125691	22271	34111	18352	4158	9361	9074	22466	13485	DOWN
ENSG00000244086	6	3	0	0	2	0	3	1	DOWN
ENSG00000002834	4391	9837	4570	1005	5368	2985	10298	7511	DOWN
ENSG00000263466	20	29	17	2	39	19	33	35	DOWN
ENSG00000263874	573	471	476	118	1196	91	523	323	DOWN
ENSG00000161381	65	45	1	3	14	178	0	0	DOWN
ENSG00000067191	175	365	96	29	82	143	206	176	DOWN
ENSG00000108298	48856	72813	38299	8994	22400	24300	47113	32488	DOWN
ENSG00000265460	7	6	1	1	30	0	7	3	DOWN
ENSG00000108306	3502	3749	1988	472	3089	1667	2862	2211	DOWN
ENSG00000266469	400	758	547	123	577	610	971	771	DOWN
ENSG00000125686	3027	6390	3872	929	3823	4471	8331	6195	DOWN
ENSG00000167258	8030	8205	3954	891	1974	4006	7787	5694	DOWN
ENSG00000273576	365	379	128	38	92	75	220	144	DOWN
ENSG00000171532	11	23	5	1	13	4	16	18	DOWN
ENSG00000214546	1	6	4	0	6	1	8	3	DOWN
ENSG00000131771	18	9	6	0	2	5	4	0	DOWN
ENSG00000131748	2556	6117	3493	780	928	1588	2773	2079	DOWN
ENSG00000173991	134	672	364	65	168	150	459	333	DOWN
ENSG00000141744	3	7	7	2	0	2	0	3	DOWN
ENSG00000161395	1366	1578	1156	264	324	538	646	481	DOWN
ENSG00000141736	395	290	204	43	86	142	134	111	DOWN
ENSG00000141741	458	1022	485	115	116	190	521	286	DOWN
ENSG00000141738	9	1142	373	69	7	3	760	603	DOWN
ENSG00000161405	17871	49779	18607	4300	4089	6728	18796	14409	DOWN
ENSG00000264663	11	37	13	6	16	2	25	20	DOWN
ENSG00000226117	3	6	4	0	0	1	4	0	DOWN
ENSG00000186075	28	57	113	25	13	17	8	4	DOWN
ENSG00000073605	2747	2930	1356	307	538	739	1333	1038	DOWN
ENSG00000172057	3372	4007	2183	507	490	1162	2092	1569	DOWN
ENSG00000264968	21	11	3	2	1	0	4	1	DOWN
ENSG00000204913	19	3	4	0	1	2	0	3	DOWN
ENSG00000167914	52	7	4	0	6	5	2	1	DOWN
ENSG00000108344	3728	5680	4274	983	1431	2061	4843	3570	DOWN
ENSG00000265799	0	1	1	2	2	0	0	1	DOWN
ENSG00000108342	3	503	5	1	2	25	4	3	DOWN
ENSG00000008838	3359	5882	3388	824	1201	1896	3641	2778	DOWN
ENSG00000238793	18	22	11	4	8	10	13	9	DOWN
ENSG00000126351	1502	1027	388	88	365	639	1081	814	DOWN
ENSG00000126368	301	696	302	70	376	387	486	325	DOWN
ENSG00000279199	5	8	7	1	1	2	10	7	DOWN
ENSG00000188895	4127	11022	4507	1115	1596	2233	7771	5260	DOWN
ENSG00000108349	5818	12598	7403	1700	3470	4596	10369	7166	DOWN
ENSG00000108352	204	410	279	48	136	115	242	189	DOWN
ENSG00000171475	2816	6231	3342	822	2583	4280	8317	5856	DOWN
ENSG00000094804	53	92	225	41	137	41	117	80	DOWN
ENSG00000131759	902	5350	8085	1877	1040	4106	8887	7096	DOWN
ENSG00000265666	25	391	342	60	57	164	399	287	DOWN
ENSG00000278918	120	643	754	164	97	435	988	725	DOWN
ENSG00000266208	72	66	107	19	10	15	9	4	DOWN
ENSG00000264655	4	4	5	0	0	0	1	1	DOWN
ENSG00000131747	225	602	900	204	184	172	340	270	DOWN
ENSG00000222881	3	2	7	0	0	0	1	0	DOWN
ENSG00000240125	1	4	4	0	0	0	1	1	DOWN
ENSG00000141753	1497	13157	4766	1083	1332	2168	3487	2687	DOWN
ENSG00000279806	5	9	14	3	21	4	3	3	DOWN
ENSG00000131746	10	30	58	19	46	10	12	4	DOWN
ENSG00000266088	194	152	121	29	25	122	16	5	DOWN
ENSG00000126353	11981	61972	20143	4650	8723	13554	37625	28445	DOWN
ENSG00000073584	3614	3924	2557	568	790	1324	3418	2361	DOWN
ENSG00000278834	34	26	19	3	1	3	15	16	DOWN
ENSG00000186395	562	676	522	131	147	301	411	304	DOWN
ENSG00000167920	32	105	29	10	16	28	19	13	DOWN
ENSG00000108244	0	3	0	0	0	8	0	0	DOWN
ENSG00000212658	0	0	0	0	1	0	0	1	DOWN
ENSG00000212657	0	3	1	0	1	1	1	3	DOWN
ENSG00000186860	0	0	0	0	0	0	0	0	DOWN
ENSG00000128422	0	5	0	0	0	0	1	0	DOWN
ENSG00000278954	2	2	2	1	0	1	0	1	DOWN
ENSG00000173812	43737	30939	30876	7069	49885	28499	32320	22898	DOWN
ENSG00000173805	0	7	4	3	2	1	1	0	DOWN
ENSG00000173801	138	370	218	61	18	30	16	17	DOWN
ENSG00000141696	29	56	19	4	3	14	22	15	DOWN
ENSG00000141756	4	17	8	1	2	7	6	1	DOWN
ENSG00000141698	604	1021	635	165	250	374	822	627	DOWN
ENSG00000161594	3	8	4	3	9	4	3	2	DOWN
ENSG00000259623	380	825	579	140	918	568	931	671	DOWN
ENSG00000178502	270	626	429	93	537	351	643	530	DOWN
ENSG00000131473	2981	9410	3331	738	1703	1840	6735	5280	DOWN
ENSG00000204815	32	31	130	39	35	31	55	38	DOWN
ENSG00000173786	1089	4581	3216	732	1183	1249	2481	1931	DOWN
ENSG00000168259	2349	4379	2587	604	1977	1908	3598	2502	DOWN
ENSG00000168256	728	2108	1293	281	206	532	1472	1096	DOWN
ENSG00000187595	171	103	18	3	17	9	23	22	DOWN
ENSG00000267221	66	59	4	2	9	6	33	22	DOWN
ENSG00000108771	416	2160	610	134	118	300	142	122	DOWN
ENSG00000108773	4507	3396	1314	296	911	1145	1187	888	DOWN
ENSG00000260325	19	46	24	6	16	11	24	19	DOWN
ENSG00000108774	1226	1815	1255	273	462	628	1333	973	DOWN
ENSG00000267658	2	7	1	2	3	3	4	5	DOWN
ENSG00000089558	23	48	64	23	5	21	177	142	DOWN
ENSG00000161610	1	2	1	0	1	0	0	1	DOWN
ENSG00000167925	1537	1974	474	101	164	353	489	369	DOWN
ENSG00000173757	4696	10310	1276	326	1953	3281	3606	2690	DOWN
ENSG00000280295	11	20	5	1	7	13	5	10	DOWN
ENSG00000267758	28	26	8	1	11	19	9	5	DOWN
ENSG00000236194	60	51	13	0	26	41	21	25	DOWN
ENSG00000278829	38	39	6	0	14	34	21	12	DOWN
ENSG00000126561	3130	7135	2266	522	1481	2827	3187	2417	DOWN
ENSG00000168610	6454	19758	6201	1451	4288	5362	12778	9549	DOWN
ENSG00000177469	16	17	74	26	5	2	12	5	DOWN
ENSG00000033627	2588	3999	693	150	947	952	2437	1775	DOWN
ENSG00000267222	1	4	2	0	0	0	3	5	DOWN
ENSG00000267632	130	155	23	4	31	39	91	60	DOWN
ENSG00000267185	4	12	2	0	6	2	3	5	DOWN
ENSG00000108784	563	541	263	74	60	157	285	237	DOWN
ENSG00000108785	79	134	106	17	12	14	56	58	DOWN
ENSG00000108786	128	323	131	28	60	39	206	115	DOWN
ENSG00000068120	1587	3591	1673	361	263	665	1480	1143	DOWN
ENSG00000108788	844	2096	1310	289	232	625	1336	963	DOWN
ENSG00000131470	102	465	476	111	221	272	423	313	DOWN
ENSG00000141699	2473	6646	3730	855	1495	3210	5322	4035	DOWN
ENSG00000280183	25	50	9	5	5	15	34	33	DOWN
ENSG00000131462	197	668	506	111	59	151	472	364	DOWN
ENSG00000037042	1608	549	75	16	231	275	218	198	DOWN
ENSG00000068137	34	13	99	19	16	4	13	5	DOWN
ENSG00000184451	179	49	19	5	35	15	25	17	DOWN
ENSG00000267042	5	7	3	0	10	2	5	2	DOWN
ENSG00000108797	7029	1377	686	143	949	1220	595	510	DOWN
ENSG00000267765	122	42	10	4	22	14	6	10	DOWN
ENSG00000108799	9101	11596	5013	1137	4057	4742	6349	4586	DOWN
ENSG00000239671	8	6	4	0	1	1	1	2	DOWN
ENSG00000197291	4	2	0	0	1	0	1	0	DOWN
ENSG00000131475	755	1028	717	142	58	235	476	279	DOWN
ENSG00000126562	8	35	20	2	7	5	5	9	DOWN
ENSG00000183978	226	636	232	57	41	117	325	192	DOWN
ENSG00000176563	293	215	105	22	87	104	173	117	DOWN
ENSG00000126581	3045	4563	2714	628	1166	1695	3021	2049	DOWN
ENSG00000278447	5	1	2	0	0	2	5	2	DOWN
ENSG00000131467	2455	6220	4500	1061	926	2491	5452	3638	DOWN
ENSG00000131480	58	272	283	72	129	47	243	197	DOWN
ENSG00000131471	57	221	268	66	161	37	197	137	DOWN
ENSG00000260105	3	8	9	2	14	3	6	7	DOWN
ENSG00000213373	0	1	2	0	5	0	2	1	DOWN
ENSG00000266967	167	220	135	32	36	127	189	123	DOWN
ENSG00000267060	11	24	12	7	3	6	22	8	DOWN
ENSG00000198863	698	3132	2195	524	402	1184	2706	1989	DOWN
ENSG00000281079	7	25	24	7	11	4	15	5	DOWN
ENSG00000131469	19763	32748	19153	4436	9806	10447	21533	14553	DOWN
ENSG00000068079	841	2030	881	196	113	275	264	182	DOWN
ENSG00000108828	2300	5192	569	119	357	659	1915	1444	DOWN
ENSG00000108830	29	11	11	1	25	7	15	16	DOWN
ENSG00000012048	192	315	158	43	82	102	149	110	DOWN
ENSG00000198496	499	496	192	38	135	153	180	124	DOWN
ENSG00000267681	26	32	13	1	10	12	7	4	DOWN
ENSG00000267002	506	1143	1159	245	451	993	1100	741	DOWN
ENSG00000267595	15	28	27	10	11	30	11	9	DOWN
ENSG00000267340	21	31	31	4	14	26	20	17	DOWN
ENSG00000188554	3033	7199	2711	578	1731	2234	2751	1949	DOWN
ENSG00000184988	578	1306	263	75	210	228	445	365	DOWN
ENSG00000236383	505	932	169	48	199	153	361	302	DOWN
ENSG00000279602	173	85	44	8	242	36	189	146	DOWN
ENSG00000188825	238	233	80	19	55	52	56	45	DOWN
ENSG00000175906	34	317	324	67	124	96	52	28	DOWN
ENSG00000067596	3746	6206	2876	686	1831	3861	5000	3606	DOWN
ENSG00000175832	6	35	10	3	5	5	24	15	DOWN
ENSG00000267747	3	6	1	0	2	1	2	2	DOWN
ENSG00000005102	1	2	0	0	1	0	0	0	DOWN
ENSG00000267253	3	10	0	0	0	1	5	3	DOWN
ENSG00000108861	591	2108	412	100	242	647	1775	1286	DOWN
ENSG00000108852	5	9	11	2	1	22	2	0	DOWN
ENSG00000282199	3	2	1	0	0	0	0	0	DOWN
ENSG00000267496	6	0	0	0	0	1	0	0	DOWN
ENSG00000161653	16	56	22	5	4	10	26	26	DOWN
ENSG00000091947	432	802	223	38	39	134	268	191	DOWN
ENSG00000221044	3	10	7	3	2	0	15	9	DOWN
ENSG00000161654	210	462	300	70	133	204	480	343	DOWN
ENSG00000141349	456	613	408	81	96	237	419	274	DOWN
ENSG00000108840	3303	7574	4554	1034	2339	3129	5204	4119	DOWN
ENSG00000267638	13	13	2	1	12	17	10	10	DOWN
ENSG00000125319	110	150	94	25	79	94	76	50	DOWN
ENSG00000161664	168	278	62	6	46	84	74	51	DOWN
ENSG00000267080	498	633	154	33	114	237	172	113	DOWN
ENSG00000168591	3426	5669	2417	547	758	1596	2094	1488	DOWN
ENSG00000087152	3763	9053	4635	1072	5093	2713	6447	4951	DOWN
ENSG00000267394	30	64	21	1	16	4	36	30	DOWN
ENSG00000108312	8121	13583	6492	1396	3968	4023	10417	7510	DOWN
ENSG00000260793	570	396	218	46	85	147	135	93	DOWN
ENSG00000267691	15	6	3	2	16	7	2	3	DOWN
ENSG00000004939	0	24	4356	989	1	1	31	10	DOWN
ENSG00000267750	8	0	5	1	5	4	3	0	DOWN
ENSG00000108309	2	15	20	7	26	9	4	11	DOWN
ENSG00000013306	2294	3981	2895	641	450	966	2250	1832	DOWN
ENSG00000267211	0	0	1	0	4	0	0	0	DOWN
ENSG00000030582	4868	7549	3428	759	513	1166	2376	1992	DOWN
ENSG00000161682	5	17	9	5	9	0	7	2	DOWN
ENSG00000005961	28	68	136	25	85	84	21	19	DOWN
ENSG00000186566	7423	10970	7137	1611	6797	5640	10078	7338	DOWN
ENSG00000240589	11	17	5	2	0	9	9	5	DOWN
ENSG00000283045	16	4	6	0	1	6	7	9	DOWN
ENSG00000180340	9	5	12	4	1	3	1	3	DOWN
ENSG00000180336	129	86	148	32	94	63	99	95	DOWN
ENSG00000180329	718	502	419	113	182	427	447	294	DOWN
ENSG00000267160	7	11	21	1	13	5	10	18	DOWN
ENSG00000161692	514	977	541	111	122	207	469	315	DOWN
ENSG00000240305	12	2	2	0	0	2	2	0	DOWN
ENSG00000073670	70	68	39	11	29	20	49	45	DOWN
ENSG00000182963	2	13	20	4	113	0	6	3	DOWN
ENSG00000131097	12	27	17	4	42	19	22	24	DOWN
ENSG00000108883	3531	8313	5849	1327	2517	3354	5809	4183	DOWN
ENSG00000264540	2	4	1	0	2	4	4	2	DOWN
ENSG00000131095	0	5	7	1	4	0	2	2	DOWN
ENSG00000186185	13	3	107	25	0	1	0	1	DOWN
ENSG00000172992	748	872	307	74	135	259	563	395	DOWN
ENSG00000136448	2712	10043	6187	1412	2262	2753	6534	4850	DOWN
ENSG00000200888	4	11	1	2	0	4	4	3	DOWN
ENSG00000161714	32	227	216	55	60	51	1315	1075	DOWN
ENSG00000181513	995	1005	307	65	233	460	252	176	DOWN
ENSG00000276728	136	91	56	10	31	32	37	35	DOWN
ENSG00000186834	2826	7365	5513	1233	26623	3840	8909	6317	DOWN
ENSG00000224505	68	48	22	12	8	25	29	24	DOWN
ENSG00000168517	176	230	88	17	21	59	65	40	DOWN
ENSG00000267288	17	22	13	5	11	10	34	29	DOWN
ENSG00000267121	2482	13056	3220	719	665	1267	6779	4616	DOWN
ENSG00000184922	9972	30756	12960	2922	3361	8199	22732	17780	DOWN
ENSG00000233175	170	361	121	26	91	105	264	189	DOWN
ENSG00000233483	14	35	28	6	7	18	20	14	DOWN
ENSG00000267278	402	569	284	64	141	146	358	266	DOWN
ENSG00000184361	38	111	43	11	53	30	83	79	DOWN
ENSG00000006062	4123	8009	3504	712	2214	2889	4203	3315	DOWN
ENSG00000159314	4438	6091	3519	776	1540	2066	3272	2353	DOWN
ENSG00000267344	92	108	40	10	24	23	36	25	DOWN
ENSG00000225190	1549	3268	2508	559	1352	1816	2794	2164	DOWN
ENSG00000236234	14	17	4	3	23	17	16	11	DOWN
ENSG00000214425	1409	1872	539	122	541	697	860	647	DOWN
